id,created_at,seller_id,name,description,price,is_active,slug,normal_price,badge_label,highlights,service_category_id,service_sub_category_id,service_duration,images
102000000259,2026-03-10 13:00:00+00,30123650001,Women's Salon Weekend Special Service,Professional service to keep everything running smoothly.,299.00,true,womens-salon-weekend-special-service-259,399.00,,"[""Top Rated"",""Guarantee""]",2,6,1 Hour,"[""https://picsum.photos/400""]"
102000000260,2026-03-10 13:00:00+00,110010100001,Women's Salon Festive Cleaning,Professional service to keep everything running smoothly.,349.00,true,womens-salon-festive-cleaning-260,499.00,Offer,"[""Top Rated"",""Guarantee""]",2,6,90 mins,"[""https://picsum.photos/400""]"
102000000261,2026-03-10 13:00:00+00,30123650001,Women's Salon Smart Upgrade,Professional service to keep everything running smoothly.,999.00,true,womens-salon-smart-upgrade-261,1299.00,,"[""Top Rated"",""Guarantee""]",2,6,2 Hour,"[""https://picsum.photos/400""]"
102000000262,2026-03-10 13:00:00+00,110010100001,Women's Salon Eco-Friendly Cleaning,Professional service to keep everything running smoothly.,449.00,true,womens-salon-eco-friendly-cleaning-262,599.00,Green,"[""Top Rated"",""Guarantee""]",2,6,1 Hour,"[""https://picsum.photos/400""]"
102000000263,2026-03-10 13:00:00+00,30123650001,Women's Salon Deep Sanitization,Professional service to keep everything running smoothly.,399.00,true,womens-salon-deep-sanitization-263,549.00,,"[""Top Rated"",""Guarantee""]",2,6,1 Hour,"[""https://picsum.photos/400""]"
102000000264,2026-03-10 13:00:00+00,110010100001,Women's Salon Quick Fix 15 Mins,Professional service to keep everything running smoothly.,149.00,true,womens-salon-quick-fix-15-mins-264,199.00,Fast,"[""Top Rated"",""Guarantee""]",2,6,15 mins,"[""https://picsum.photos/400""]"
102000000265,2026-03-10 13:00:00+00,30123650001,Women's Salon Premium Care Package,Professional service to keep everything running smoothly.,799.00,true,womens-salon-premium-care-package-265,999.00,,"[""Top Rated"",""Guarantee""]",2,6,2 Hour,"[""https://picsum.photos/400""]"
102000000266,2026-03-10 13:00:00+00,110010100001,Women's Salon Budget Friendly Repair,Professional service to keep everything running smoothly.,249.00,true,womens-salon-budget-friendly-repair-266,349.00,Budget,"[""Top Rated"",""Guarantee""]",2,6,1 Hour,"[""https://picsum.photos/400""]"
102000000267,2026-03-10 13:00:00+00,30123650001,Women's Salon Express Diagnostic,Professional service to keep everything running smoothly.,129.00,true,womens-salon-express-diagnostic-267,199.00,,"[""Top Rated"",""Guarantee""]",2,6,30 mins,"[""https://picsum.photos/400""]"
102000000268,2026-03-10 13:00:00+00,110010100001,Women's Salon Heavy Duty Repair,Professional service to keep everything running smoothly.,1199.00,true,womens-salon-heavy-duty-repair-268,1499.00,Pro,"[""Top Rated"",""Guarantee""]",2,6,4 Hour,"[""https://picsum.photos/400""]"
102000000269,2026-03-10 13:00:00+00,30123650001,Women's Salon Moving Relocation Setup,Professional service to keep everything running smoothly.,899.00,true,womens-salon-moving-relocation-setup-269,1199.00,,"[""Top Rated"",""Guarantee""]",2,6,3 Hour,"[""https://picsum.photos/400""]"
102000000270,2026-03-10 13:00:00+00,110010100001,Women's Salon Consultation & Advice,Professional service to keep everything running smoothly.,49.00,true,womens-salon-consultation-advice-270,99.00,Online,"[""Top Rated"",""Guarantee""]",2,6,30 mins,"[""https://picsum.photos/400""]"
102000000271,2026-03-10 13:00:00+00,30123650001,Massage Therapy Inspection,Professional service to keep everything running smoothly.,99.00,true,massage-therapy-inspection-271,149.00,,"[""Top Rated"",""Guarantee""]",2,7,30 mins,"[""https://picsum.photos/400""]"
102000000272,2026-03-10 13:00:00+00,110010100001,Massage Therapy Minor Fix,Professional service to keep everything running smoothly.,199.00,true,massage-therapy-minor-fix-272,299.00,Value,"[""Top Rated"",""Guarantee""]",2,7,1 Hour,"[""https://picsum.photos/400""]"
102000000273,2026-03-10 13:00:00+00,30123650001,Massage Therapy Major Repair,Professional service to keep everything running smoothly.,599.00,true,massage-therapy-major-repair-273,799.00,,"[""Top Rated"",""Guarantee""]",2,7,2 Hour,"[""https://picsum.photos/400""]"
102000000274,2026-03-10 13:00:00+00,110010100001,Massage Therapy Component Replacement,Professional service to keep everything running smoothly.,899.00,true,massage-therapy-component-replacement-274,1199.00,,"[""Top Rated"",""Guarantee""]",2,7,3 Hour,"[""https://picsum.photos/400""]"
102000000275,2026-03-10 13:00:00+00,30123650001,Massage Therapy Complete Installation,Professional service to keep everything running smoothly.,1299.00,true,massage-therapy-complete-installation-275,1599.00,Bestseller,"[""Top Rated"",""Guarantee""]",2,7,4 Hour,"[""https://picsum.photos/400""]"
102000000276,2026-03-10 13:00:00+00,110010100001,Massage Therapy Uninstallation Service,Professional service to keep everything running smoothly.,399.00,true,massage-therapy-uninstallation-service-276,599.00,,"[""Top Rated"",""Guarantee""]",2,7,1 Hour,"[""https://picsum.photos/400""]"
102000000277,2026-03-10 13:00:00+00,30123650001,Massage Therapy Annual Maintenance Contract,Professional service to keep everything running smoothly.,2499.00,true,massage-therapy-annual-maintenance-contract-277,2999.00,Premium,"[""Top Rated"",""Guarantee""]",2,7,1 Hour,"[""https://picsum.photos/400""]"
102000000278,2026-03-10 13:00:00+00,110010100001,Massage Therapy Emergency Night Service,Professional service to keep everything running smoothly.,499.00,true,massage-therapy-emergency-night-service-278,699.00,Urgent,"[""Top Rated"",""Guarantee""]",2,7,1 Hour,"[""https://picsum.photos/400""]"
102000000279,2026-03-10 13:00:00+00,30123650001,Massage Therapy Weekend Special Service,Professional service to keep everything running smoothly.,299.00,true,massage-therapy-weekend-special-service-279,399.00,,"[""Top Rated"",""Guarantee""]",2,7,1 Hour,"[""https://picsum.photos/400""]"
102000000280,2026-03-10 13:00:00+00,110010100001,Massage Therapy Festive Cleaning,Professional service to keep everything running smoothly.,349.00,true,massage-therapy-festive-cleaning-280,499.00,Offer,"[""Top Rated"",""Guarantee""]",2,7,90 mins,"[""https://picsum.photos/400""]"
102000000281,2026-03-10 13:00:00+00,30123650001,Massage Therapy Smart Upgrade,Professional service to keep everything running smoothly.,999.00,true,massage-therapy-smart-upgrade-281,1299.00,,"[""Top Rated"",""Guarantee""]",2,7,2 Hour,"[""https://picsum.photos/400""]"
102000000282,2026-03-10 13:00:00+00,110010100001,Massage Therapy Eco-Friendly Cleaning,Professional service to keep everything running smoothly.,449.00,true,massage-therapy-eco-friendly-cleaning-282,599.00,Green,"[""Top Rated"",""Guarantee""]",2,7,1 Hour,"[""https://picsum.photos/400""]"
102000000283,2026-03-10 13:00:00+00,30123650001,Massage Therapy Deep Sanitization,Professional service to keep everything running smoothly.,399.00,true,massage-therapy-deep-sanitization-283,549.00,,"[""Top Rated"",""Guarantee""]",2,7,1 Hour,"[""https://picsum.photos/400""]"
102000000284,2026-03-10 13:00:00+00,110010100001,Massage Therapy Quick Fix 15 Mins,Professional service to keep everything running smoothly.,149.00,true,massage-therapy-quick-fix-15-mins-284,199.00,Fast,"[""Top Rated"",""Guarantee""]",2,7,15 mins,"[""https://picsum.photos/400""]"
102000000285,2026-03-10 13:00:00+00,30123650001,Massage Therapy Premium Care Package,Professional service to keep everything running smoothly.,799.00,true,massage-therapy-premium-care-package-285,999.00,,"[""Top Rated"",""Guarantee""]",2,7,2 Hour,"[""https://picsum.photos/400""]"
102000000286,2026-03-10 13:00:00+00,110010100001,Massage Therapy Budget Friendly Repair,Professional service to keep everything running smoothly.,249.00,true,massage-therapy-budget-friendly-repair-286,349.00,Budget,"[""Top Rated"",""Guarantee""]",2,7,1 Hour,"[""https://picsum.photos/400""]"
102000000287,2026-03-10 13:00:00+00,30123650001,Massage Therapy Express Diagnostic,Professional service to keep everything running smoothly.,129.00,true,massage-therapy-express-diagnostic-287,199.00,,"[""Top Rated"",""Guarantee""]",2,7,30 mins,"[""https://picsum.photos/400""]"
102000000288,2026-03-10 13:00:00+00,110010100001,Massage Therapy Heavy Duty Repair,Professional service to keep everything running smoothly.,1199.00,true,massage-therapy-heavy-duty-repair-288,1499.00,Pro,"[""Top Rated"",""Guarantee""]",2,7,4 Hour,"[""https://picsum.photos/400""]"
102000000289,2026-03-10 13:00:00+00,30123650001,Massage Therapy Moving Relocation Setup,Professional service to keep everything running smoothly.,899.00,true,massage-therapy-moving-relocation-setup-289,1199.00,,"[""Top Rated"",""Guarantee""]",2,7,3 Hour,"[""https://picsum.photos/400""]"
102000000290,2026-03-10 13:00:00+00,110010100001,Massage Therapy Consultation & Advice,Professional service to keep everything running smoothly.,49.00,true,massage-therapy-consultation-advice-290,99.00,Online,"[""Top Rated"",""Guarantee""]",2,7,30 mins,"[""https://picsum.photos/400""]"
102000000291,2026-03-10 13:00:00+00,30123650001,Washing Machine Inspection,Professional service to keep everything running smoothly.,99.00,true,washing-machine-inspection-291,149.00,,"[""Top Rated"",""Guarantee""]",3,8,30 mins,"[""https://picsum.photos/400""]"
102000000292,2026-03-10 13:00:00+00,110010100001,Washing Machine Minor Fix,Professional service to keep everything running smoothly.,199.00,true,washing-machine-minor-fix-292,299.00,Value,"[""Top Rated"",""Guarantee""]",3,8,1 Hour,"[""https://picsum.photos/400""]"
102000000293,2026-03-10 13:00:00+00,30123650001,Washing Machine Major Repair,Professional service to keep everything running smoothly.,599.00,true,washing-machine-major-repair-293,799.00,,"[""Top Rated"",""Guarantee""]",3,8,2 Hour,"[""https://picsum.photos/400""]"
102000000294,2026-03-10 13:00:00+00,110010100001,Washing Machine Component Replacement,Professional service to keep everything running smoothly.,899.00,true,washing-machine-component-replacement-294,1199.00,,"[""Top Rated"",""Guarantee""]",3,8,3 Hour,"[""https://picsum.photos/400""]"
102000000295,2026-03-10 13:00:00+00,30123650001,Washing Machine Complete Installation,Professional service to keep everything running smoothly.,1299.00,true,washing-machine-complete-installation-295,1599.00,Bestseller,"[""Top Rated"",""Guarantee""]",3,8,4 Hour,"[""https://picsum.photos/400""]"
102000000296,2026-03-10 13:00:00+00,110010100001,Washing Machine Uninstallation Service,Professional service to keep everything running smoothly.,399.00,true,washing-machine-uninstallation-service-296,599.00,,"[""Top Rated"",""Guarantee""]",3,8,1 Hour,"[""https://picsum.photos/400""]"
102000000297,2026-03-10 13:00:00+00,30123650001,Washing Machine Annual Maintenance Contract,Professional service to keep everything running smoothly.,2499.00,true,washing-machine-annual-maintenance-contract-297,2999.00,Premium,"[""Top Rated"",""Guarantee""]",3,8,1 Hour,"[""https://picsum.photos/400""]"
102000000298,2026-03-10 13:00:00+00,110010100001,Washing Machine Emergency Night Service,Professional service to keep everything running smoothly.,499.00,true,washing-machine-emergency-night-service-298,699.00,Urgent,"[""Top Rated"",""Guarantee""]",3,8,1 Hour,"[""https://picsum.photos/400""]"
102000000299,2026-03-10 13:00:00+00,30123650001,Washing Machine Weekend Special Service,Professional service to keep everything running smoothly.,299.00,true,washing-machine-weekend-special-service-299,399.00,,"[""Top Rated"",""Guarantee""]",3,8,1 Hour,"[""https://picsum.photos/400""]"
102000000300,2026-03-10 13:00:00+00,110010100001,Washing Machine Festive Cleaning,Professional service to keep everything running smoothly.,349.00,true,washing-machine-festive-cleaning-300,499.00,Offer,"[""Top Rated"",""Guarantee""]",3,8,90 mins,"[""https://picsum.photos/400""]"
102000000301,2026-03-10 13:00:00+00,30123650001,Washing Machine Smart Upgrade,Professional service to keep everything running smoothly.,999.00,true,washing-machine-smart-upgrade-301,1299.00,,"[""Top Rated"",""Guarantee""]",3,8,2 Hour,"[""https://picsum.photos/400""]"
102000000302,2026-03-10 13:00:00+00,110010100001,Washing Machine Eco-Friendly Cleaning,Professional service to keep everything running smoothly.,449.00,true,washing-machine-eco-friendly-cleaning-302,599.00,Green,"[""Top Rated"",""Guarantee""]",3,8,1 Hour,"[""https://picsum.photos/400""]"
102000000303,2026-03-10 13:00:00+00,30123650001,Washing Machine Deep Sanitization,Professional service to keep everything running smoothly.,399.00,true,washing-machine-deep-sanitization-303,549.00,,"[""Top Rated"",""Guarantee""]",3,8,1 Hour,"[""https://picsum.photos/400""]"
102000000304,2026-03-10 13:00:00+00,110010100001,Washing Machine Quick Fix 15 Mins,Professional service to keep everything running smoothly.,149.00,true,washing-machine-quick-fix-15-mins-304,199.00,Fast,"[""Top Rated"",""Guarantee""]",3,8,15 mins,"[""https://picsum.photos/400""]"
102000000305,2026-03-10 13:00:00+00,30123650001,Washing Machine Premium Care Package,Professional service to keep everything running smoothly.,799.00,true,washing-machine-premium-care-package-305,999.00,,"[""Top Rated"",""Guarantee""]",3,8,2 Hour,"[""https://picsum.photos/400""]"
102000000306,2026-03-10 13:00:00+00,110010100001,Washing Machine Budget Friendly Repair,Professional service to keep everything running smoothly.,249.00,true,washing-machine-budget-friendly-repair-306,349.00,Budget,"[""Top Rated"",""Guarantee""]",3,8,1 Hour,"[""https://picsum.photos/400""]"
102000000307,2026-03-10 13:00:00+00,30123650001,Washing Machine Express Diagnostic,Professional service to keep everything running smoothly.,129.00,true,washing-machine-express-diagnostic-307,199.00,,"[""Top Rated"",""Guarantee""]",3,8,30 mins,"[""https://picsum.photos/400""]"
102000000308,2026-03-10 13:00:00+00,110010100001,Washing Machine Heavy Duty Repair,Professional service to keep everything running smoothly.,1199.00,true,washing-machine-heavy-duty-repair-308,1499.00,Pro,"[""Top Rated"",""Guarantee""]",3,8,4 Hour,"[""https://picsum.photos/400""]"
102000000309,2026-03-10 13:00:00+00,30123650001,Washing Machine Moving Relocation Setup,Professional service to keep everything running smoothly.,899.00,true,washing-machine-moving-relocation-setup-309,1199.00,,"[""Top Rated"",""Guarantee""]",3,8,3 Hour,"[""https://picsum.photos/400""]"
102000000310,2026-03-10 13:00:00+00,110010100001,Washing Machine Consultation & Advice,Professional service to keep everything running smoothly.,49.00,true,washing-machine-consultation-advice-310,99.00,Online,"[""Top Rated"",""Guarantee""]",3,8,30 mins,"[""https://picsum.photos/400""]"
102000000311,2026-03-10 13:00:00+00,30123650001,Refrigerator Inspection,Professional service to keep everything running smoothly.,99.00,true,refrigerator-inspection-311,149.00,,"[""Top Rated"",""Guarantee""]",3,9,30 mins,"[""https://picsum.photos/400""]"
102000000312,2026-03-10 13:00:00+00,110010100001,Refrigerator Minor Fix,Professional service to keep everything running smoothly.,199.00,true,refrigerator-minor-fix-312,299.00,Value,"[""Top Rated"",""Guarantee""]",3,9,1 Hour,"[""https://picsum.photos/400""]"
102000000313,2026-03-10 13:00:00+00,30123650001,Refrigerator Major Repair,Professional service to keep everything running smoothly.,599.00,true,refrigerator-major-repair-313,799.00,,"[""Top Rated"",""Guarantee""]",3,9,2 Hour,"[""https://picsum.photos/400""]"
102000000314,2026-03-10 13:00:00+00,110010100001,Refrigerator Component Replacement,Professional service to keep everything running smoothly.,899.00,true,refrigerator-component-replacement-314,1199.00,,"[""Top Rated"",""Guarantee""]",3,9,3 Hour,"[""https://picsum.photos/400""]"
102000000315,2026-03-10 13:00:00+00,30123650001,Refrigerator Complete Installation,Professional service to keep everything running smoothly.,1299.00,true,refrigerator-complete-installation-315,1599.00,Bestseller,"[""Top Rated"",""Guarantee""]",3,9,4 Hour,"[""https://picsum.photos/400""]"
102000000316,2026-03-10 13:00:00+00,110010100001,Refrigerator Uninstallation Service,Professional service to keep everything running smoothly.,399.00,true,refrigerator-uninstallation-service-316,599.00,,"[""Top Rated"",""Guarantee""]",3,9,1 Hour,"[""https://picsum.photos/400""]"
102000000317,2026-03-10 13:00:00+00,30123650001,Refrigerator Annual Maintenance Contract,Professional service to keep everything running smoothly.,2499.00,true,refrigerator-annual-maintenance-contract-317,2999.00,Premium,"[""Top Rated"",""Guarantee""]",3,9,1 Hour,"[""https://picsum.photos/400""]"
102000000318,2026-03-10 13:00:00+00,110010100001,Refrigerator Emergency Night Service,Professional service to keep everything running smoothly.,499.00,true,refrigerator-emergency-night-service-318,699.00,Urgent,"[""Top Rated"",""Guarantee""]",3,9,1 Hour,"[""https://picsum.photos/400""]"
102000000319,2026-03-10 13:00:00+00,30123650001,Refrigerator Weekend Special Service,Professional service to keep everything running smoothly.,299.00,true,refrigerator-weekend-special-service-319,399.00,,"[""Top Rated"",""Guarantee""]",3,9,1 Hour,"[""https://picsum.photos/400""]"
102000000320,2026-03-10 13:00:00+00,110010100001,Refrigerator Festive Cleaning,Professional service to keep everything running smoothly.,349.00,true,refrigerator-festive-cleaning-320,499.00,Offer,"[""Top Rated"",""Guarantee""]",3,9,90 mins,"[""https://picsum.photos/400""]"
102000000321,2026-03-10 13:00:00+00,30123650001,Refrigerator Smart Upgrade,Professional service to keep everything running smoothly.,999.00,true,refrigerator-smart-upgrade-321,1299.00,,"[""Top Rated"",""Guarantee""]",3,9,2 Hour,"[""https://picsum.photos/400""]"
102000000322,2026-03-10 13:00:00+00,110010100001,Refrigerator Eco-Friendly Cleaning,Professional service to keep everything running smoothly.,449.00,true,refrigerator-eco-friendly-cleaning-322,599.00,Green,"[""Top Rated"",""Guarantee""]",3,9,1 Hour,"[""https://picsum.photos/400""]"
102000000323,2026-03-10 13:00:00+00,30123650001,Refrigerator Deep Sanitization,Professional service to keep everything running smoothly.,399.00,true,refrigerator-deep-sanitization-323,549.00,,"[""Top Rated"",""Guarantee""]",3,9,1 Hour,"[""https://picsum.photos/400""]"
102000000324,2026-03-10 13:00:00+00,110010100001,Refrigerator Quick Fix 15 Mins,Professional service to keep everything running smoothly.,149.00,true,refrigerator-quick-fix-15-mins-324,199.00,Fast,"[""Top Rated"",""Guarantee""]",3,9,15 mins,"[""https://picsum.photos/400""]"
102000000325,2026-03-10 13:00:00+00,30123650001,Refrigerator Premium Care Package,Professional service to keep everything running smoothly.,799.00,true,refrigerator-premium-care-package-325,999.00,,"[""Top Rated"",""Guarantee""]",3,9,2 Hour,"[""https://picsum.photos/400""]"
102000000326,2026-03-10 13:00:00+00,110010100001,Refrigerator Budget Friendly Repair,Professional service to keep everything running smoothly.,249.00,true,refrigerator-budget-friendly-repair-326,349.00,Budget,"[""Top Rated"",""Guarantee""]",3,9,1 Hour,"[""https://picsum.photos/400""]"
102000000327,2026-03-10 13:00:00+00,30123650001,Refrigerator Express Diagnostic,Professional service to keep everything running smoothly.,129.00,true,refrigerator-express-diagnostic-327,199.00,,"[""Top Rated"",""Guarantee""]",3,9,30 mins,"[""https://picsum.photos/400""]"
102000000328,2026-03-10 13:00:00+00,110010100001,Refrigerator Heavy Duty Repair,Professional service to keep everything running smoothly.,1199.00,true,refrigerator-heavy-duty-repair-328,1499.00,Pro,"[""Top Rated"",""Guarantee""]",3,9,4 Hour,"[""https://picsum.photos/400""]"
102000000329,2026-03-10 13:00:00+00,30123650001,Refrigerator Moving Relocation Setup,Professional service to keep everything running smoothly.,899.00,true,refrigerator-moving-relocation-setup-329,1199.00,,"[""Top Rated"",""Guarantee""]",3,9,3 Hour,"[""https://picsum.photos/400""]"
102000000330,2026-03-10 13:00:00+00,110010100001,Refrigerator Consultation & Advice,Professional service to keep everything running smoothly.,49.00,true,refrigerator-consultation-advice-330,99.00,Online,"[""Top Rated"",""Guarantee""]",3,9,30 mins,"[""https://picsum.photos/400""]"
102000000331,2026-03-10 13:00:00+00,30123650001,Microwave Inspection,Professional service to keep everything running smoothly.,99.00,true,microwave-inspection-331,149.00,,"[""Top Rated"",""Guarantee""]",3,10,30 mins,"[""https://picsum.photos/400""]"
102000000332,2026-03-10 13:00:00+00,110010100001,Microwave Minor Fix,Professional service to keep everything running smoothly.,199.00,true,microwave-minor-fix-332,299.00,Value,"[""Top Rated"",""Guarantee""]",3,10,1 Hour,"[""https://picsum.photos/400""]"
102000000333,2026-03-10 13:00:00+00,30123650001,Microwave Major Repair,Professional service to keep everything running smoothly.,599.00,true,microwave-major-repair-333,799.00,,"[""Top Rated"",""Guarantee""]",3,10,2 Hour,"[""https://picsum.photos/400""]"
102000000334,2026-03-10 13:00:00+00,110010100001,Microwave Component Replacement,Professional service to keep everything running smoothly.,899.00,true,microwave-component-replacement-334,1199.00,,"[""Top Rated"",""Guarantee""]",3,10,3 Hour,"[""https://picsum.photos/400""]"
102000000335,2026-03-10 13:00:00+00,30123650001,Microwave Complete Installation,Professional service to keep everything running smoothly.,1299.00,true,microwave-complete-installation-335,1599.00,Bestseller,"[""Top Rated"",""Guarantee""]",3,10,4 Hour,"[""https://picsum.photos/400""]"
102000000336,2026-03-10 13:00:00+00,110010100001,Microwave Uninstallation Service,Professional service to keep everything running smoothly.,399.00,true,microwave-uninstallation-service-336,599.00,,"[""Top Rated"",""Guarantee""]",3,10,1 Hour,"[""https://picsum.photos/400""]"
102000000337,2026-03-10 13:00:00+00,30123650001,Microwave Annual Maintenance Contract,Professional service to keep everything running smoothly.,2499.00,true,microwave-annual-maintenance-contract-337,2999.00,Premium,"[""Top Rated"",""Guarantee""]",3,10,1 Hour,"[""https://picsum.photos/400""]"
102000000338,2026-03-10 13:00:00+00,110010100001,Microwave Emergency Night Service,Professional service to keep everything running smoothly.,499.00,true,microwave-emergency-night-service-338,699.00,Urgent,"[""Top Rated"",""Guarantee""]",3,10,1 Hour,"[""https://picsum.photos/400""]"
102000000339,2026-03-10 13:00:00+00,30123650001,Microwave Weekend Special Service,Professional service to keep everything running smoothly.,299.00,true,microwave-weekend-special-service-339,399.00,,"[""Top Rated"",""Guarantee""]",3,10,1 Hour,"[""https://picsum.photos/400""]"
102000000340,2026-03-10 13:00:00+00,110010100001,Microwave Festive Cleaning,Professional service to keep everything running smoothly.,349.00,true,microwave-festive-cleaning-340,499.00,Offer,"[""Top Rated"",""Guarantee""]",3,10,90 mins,"[""https://picsum.photos/400""]"
102000000341,2026-03-10 13:00:00+00,30123650001,Microwave Smart Upgrade,Professional service to keep everything running smoothly.,999.00,true,microwave-smart-upgrade-341,1299.00,,"[""Top Rated"",""Guarantee""]",3,10,2 Hour,"[""https://picsum.photos/400""]"
102000000342,2026-03-10 13:00:00+00,110010100001,Microwave Eco-Friendly Cleaning,Professional service to keep everything running smoothly.,449.00,true,microwave-eco-friendly-cleaning-342,599.00,Green,"[""Top Rated"",""Guarantee""]",3,10,1 Hour,"[""https://picsum.photos/400""]"
102000000343,2026-03-10 13:00:00+00,30123650001,Microwave Deep Sanitization,Professional service to keep everything running smoothly.,399.00,true,microwave-deep-sanitization-343,549.00,,"[""Top Rated"",""Guarantee""]",3,10,1 Hour,"[""https://picsum.photos/400""]"
102000000344,2026-03-10 13:00:00+00,110010100001,Microwave Quick Fix 15 Mins,Professional service to keep everything running smoothly.,149.00,true,microwave-quick-fix-15-mins-344,199.00,Fast,"[""Top Rated"",""Guarantee""]",3,10,15 mins,"[""https://picsum.photos/400""]"
102000000345,2026-03-10 13:00:00+00,30123650001,Microwave Premium Care Package,Professional service to keep everything running smoothly.,799.00,true,microwave-premium-care-package-345,999.00,,"[""Top Rated"",""Guarantee""]",3,10,2 Hour,"[""https://picsum.photos/400""]"
102000000346,2026-03-10 13:00:00+00,110010100001,Microwave Budget Friendly Repair,Professional service to keep everything running smoothly.,249.00,true,microwave-budget-friendly-repair-346,349.00,Budget,"[""Top Rated"",""Guarantee""]",3,10,1 Hour,"[""https://picsum.photos/400""]"
102000000347,2026-03-10 13:00:00+00,30123650001,Microwave Express Diagnostic,Professional service to keep everything running smoothly.,129.00,true,microwave-express-diagnostic-347,199.00,,"[""Top Rated"",""Guarantee""]",3,10,30 mins,"[""https://picsum.photos/400""]"
102000000348,2026-03-10 13:00:00+00,110010100001,Microwave Heavy Duty Repair,Professional service to keep everything running smoothly.,1199.00,true,microwave-heavy-duty-repair-348,1499.00,Pro,"[""Top Rated"",""Guarantee""]",3,10,4 Hour,"[""https://picsum.photos/400""]"
102000000349,2026-03-10 13:00:00+00,30123650001,Microwave Moving Relocation Setup,Professional service to keep everything running smoothly.,899.00,true,microwave-moving-relocation-setup-349,1199.00,,"[""Top Rated"",""Guarantee""]",3,10,3 Hour,"[""https://picsum.photos/400""]"
102000000350,2026-03-10 13:00:00+00,110010100001,Microwave Consultation & Advice,Professional service to keep everything running smoothly.,49.00,true,microwave-consultation-advice-350,99.00,Online,"[""Top Rated"",""Guarantee""]",3,10,30 mins,"[""https://picsum.photos/400""]"
